pair,layer_id,total_logit_mse,router_contribution,representation_contribution,router_share,representation_share,router_component_mse,representation_component_mse,interaction_mse,mean_abs_decomposition_residual,num_seeds
3-4,5,0.33160216183889485,0.046015575291618475,0.28558659837359474,0.1384553081769616,0.8615447274797349,0.02691232022785005,0.26648334094456266,0.009866443980071278,0.0,3
3-4,6,0.3732955294942099,0.05258763711603861,0.32070790302185787,0.14110601298434658,0.8588940150234533,0.03230002486989612,0.30042028332513476,0.012416372696558634,0.0,3
3-4,7,0.3945618262366643,0.06579390475674281,0.3287679325966608,0.1668073244163927,0.8331927038488861,0.04556023636980663,0.30853425415735397,0.015196849843339315,5.774569535066211e-14,3
3-5,0,0.02537776624399518,0.02049018330280743,0.004887583517720776,0.8070449929844804,0.19295502973230874,0.019698102795888506,0.004095503336025609,9.498532883645524e-05,0.0,3
3-5,1,0.06164049534570604,0.021192533451886403,0.04044796278079351,0.34371542367526436,0.6562845908232212,0.017367309402851833,0.0366227381995746,0.0008831089842946284,0.0,3
3-5,2,0.12491717083113534,0.025893828225514243,0.09902334284214746,0.20618094403312737,0.7938190583024046,0.01833286432046739,0.09146237822752151,0.00272386230617052,5.774569535066211e-14,3
3-5,3,0.21026226263197642,0.03615875258332207,0.17410351785402448,0.17184728381624104,0.8281527531307025,0.02327939288483726,0.1612241528336964,0.005929199505656485,0.0,3
3-5,4,0.28382805131730576,0.04550129967549491,0.2383267624037606,0.16023042548316785,0.8397696125960573,0.027303862311537305,0.2201293195996966,0.009286027046896163,0.0,3
3-5,5,0.35993932447736227,0.05232470234235128,0.3076146273385911,0.14488557867634996,0.8551144358781063,0.030430291261937886,0.28572021495728267,0.011660851153825957,0.0,3
3-5,6,0.40384944658430794,0.06476190118562607,0.33908755722500034,0.16050052697516895,0.8394995018445747,0.040668426879814694,0.31499407688776654,0.016172315807096542,0.0,3
3-5,7,0.41536994585915216,0.07881047422923738,0.3365594829831804,0.1898743445432889,0.8101256833159792,0.05586134890715281,0.31361035127488396,0.018510199137150296,1.1549139070132421e-13,3
3-6,0,0.028924272883506047,0.023545949468536984,0.005378324242811355,0.8140969517012294,0.18590307544889095,0.022480312320921157,0.004312687538682468,0.00011557620942651752,0.0,3
3-6,1,0.06887104728865245,0.024843637077581315,0.04402741092065024,0.3606635462055156,0.6393364639172748,0.020003604096552684,0.03918737740743728,0.001067055363415016,0.0,3
3-6,2,0.13324712618948922,0.02902529956329437,0.10422183123845902,0.21729427183583958,0.7827057628688389,0.020780196738621543,0.09597672663983846,0.003241569735109806,5.774569535066211e-14,3
3-6,3,0.22139020098580256,0.0395424919469016,0.18184771660774476,0.17872140118719235,0.8212786328361363,0.02612647248639001,0.16843169218017942,0.007083129256017624,0.0,3
3-6,4,0.2983078218641735,0.05089961323473189,0.24740821690786452,0.1704821201938956,0.8295179075842194,0.03164206492522407,0.22815065913730195,0.011398841848685629,0.0,3
3-6,5,0.3842288586828444,0.06046341123088957,0.3237654576225886,0.15694384045892132,0.843056185577149,0.03545590892197594,0.2987579485726735,0.013979228183863655,2.3098278140264843e-13,3
3-6,6,0.42942853768666583,0.07251003881295522,0.35691850715213347,0.16891727275012033,0.8310827457843507,0.046594321018173575,0.3310027822615608,0.01855837967660692,0.0,3
3-6,7,0.4640735917621189,0.10231618464939178,0.3617574146815709,0.21945475462612296,0.7805452618029521,0.07385046165140847,0.33329169050095575,0.023866051719302225,2.3098278140264843e-13,3
3-7,0,0.029499430741582598,0.02444453431027276,0.00505489736263241,0.8281149665652988,0.171885065172004,0.023702911086498746,0.0043132748336546,0.00012436253711625578,0.0,3
3-7,1,0.07093770163399833,0.026516481642685236,0.044421222120050396,0.3738131116897359,0.6261869183627143,0.021649151981349975,0.03955389204479399,0.00117642017790959,0.0,3
3-7,2,0.13467931652825976,0.030697165618813225,0.10398215433907887,0.2275945455274924,0.772405481004002,0.022177803315340527,0.09546278984773726,0.0034724383481911252,5.774569535066211e-14,3
3-7,3,0.22317003257690915,0.04202844923923887,0.18114158653077625,0.18829479347853081,0.8117052209295076,0.027767795537199297,0.16688092928084117,0.007302391121075266,0.0,3
3-7,4,0.3085924614043463,0.05481913141787998,0.25377333921099465,0.1777137137465038,0.8222863161383042,0.034025554619138206,0.2329797593374101,0.011891390477854107,0.0,3
3-7,5,0.3926378053332132,0.06457211124518561,0.3280656933784485,0.16429689304383122,0.8357031046559187,0.03790385276079178,0.3013974352488442,0.015191954693623952,5.774569535066211e-14,3
3-7,6,0.43982657364436556,0.08187714290051233,0.3579494385492234,0.18607618561146888,0.8139238327281985,0.05342252647119855,0.3294948216468569,0.020927237139807806,3.4647417210397264e-13,3
3-7,7,0.4838514176626054,0.11514280854709565,0.3687086275645665,0.23734876077637726,0.762651277569275,0.08267149707627675,0.33623730379437644,0.02633440553668946,2.3098278140264843e-13,3
3-8,0,0.03172484253134047,0.026226924880156443,0.005497918419894718,0.8267115001612023,0.17328852382324378,0.025336377559200166,0.004607371098938442,0.00014279685251133902,0.0,3
3-8,1,0.07384776548733786,0.0287799107886496,0.04506785670916239,0.3894180552701881,0.6105819720114822,0.02380066826230004,0.04008861359149691,0.0013168842516957768,5.774569535066211e-14,3
3-8,2,0.13733768321218945,0.0313699065692841,0.10596777948122177,0.22825995030209034,0.7717400697033904,0.02287540312797304,0.09747327462075249,0.003713864847899429,5.774569535066211e-14,3
3-8,3,0.23852467915368458,0.04751519208389615,0.1910094954664745,0.1991080284953637,0.8008920067034908,0.030739658053905244,0.17423395505027164,0.008262004880678088,0.0,3
3-8,4,0.32148409930486527,0.058607792097424706,0.2628763147762843,0.18231135122518363,0.817688672328221,0.0368085272964977,0.24107704465351407,0.012990602011245396,5.774569535066211e-14,3
3-8,5,0.40827970845358713,0.0697470453996507,0.3385326701497275,0.1704562210430599,0.8295437964027478,0.04247059744028819,0.3112562232547336,0.016938546761160803,0.0,3
3-8,6,0.46899647561330643,0.09291543468596443,0.3760810428195529,0.19795312154503142,0.8020468838945264,0.06136122393229651,0.3445268301736741,0.023784820108659687,2.3098278140264843e-13,3
3-8,7,0.5053311245782034,0.12976474657891288,0.37556639361003086,0.2560247898901265,0.7439752411162219,0.09475430988130117,0.3405559573854719,0.029805890269695767,2.3098278140264843e-13,3
4-5,0,0.016869084643466134,0.013659401663712092,0.0032096831054086723,0.8088924716273587,0.1911075355516203,0.01315896295838886,0.0027092445700887652,4.0876101203528894e-05,0.0,3
4-5,1,0.04478338502702259,0.015100073542386766,0.029683313081188805,0.3367794321515251,0.6632206037092958,0.012437772419717578,0.027021011781124843,0.00047387084960641836,0.0,3
4-5,2,0.0939860651417384,0.018682918614811365,0.07530315007482256,0.19915283327663813,0.8008472046502458,0.013098247585788605,0.06971847561616747,0.001560904041287445,0.0,3
4-5,3,0.1682014361260429,0.025841941554394978,0.14235949610906937,0.1537589665122231,0.8462410425754819,0.01571969652459735,0.13223725178885082,0.0033290402756796945,0.0,3
4-5,4,0.241213633900597,0.03529600136809879,0.20591764033786833,0.14647402716547012,0.8535260055684996,0.020460223217332173,0.1910818573974428,0.005689288208645488,0.0,3
4-5,5,0.2923632245215159,0.035281705714407426,0.25708152472026763,0.12048962144756448,0.879510398895956,0.020507518852513933,0.24230733844969007,0.007255736708877578,0.0,3
4-5,6,0.34599878958293373,0.04407972594102224,0.3019190686089652,0.12755832875561743,0.872441686110733,0.026054057455252088,0.28389339787619455,0.009239205647082556,0.0,3
4-5,7,0.35763726537189783,0.05009647139481136,0.3075408093513004,0.14027993657755775,0.8597201069398587,0.0332638192034903,0.29070815207466244,0.010118608969071555,5.19711258155959e-13,3
4-6,0,0.02015240265736504,0.016325016934720295,0.003827386003519808,0.8102521582371957,0.1897478541722469,0.015575078863000113,0.0030774480057141136,5.784370053637152e-05,0.0,3
4-6,1,0.05029931640814222,0.01808825241667884,0.03221106470104248,0.36006901866962465,0.6399309950356902,0.014536506008534204,0.02865931781984511,0.0005721296978345703,0.0,3
4-6,2,0.10058154946281796,0.02206771844436252,0.07851383231935045,0.21918084058176665,0.7808191726853241,0.015836079442311846,0.07228219319903662,0.0018634115537953756,0.0,3
4-6,3,0.17681506701878139,0.03141036523239953,0.14540470166811867,0.17731643279215956,0.8226835673326659,0.020096162067992345,0.1340904983263167,0.00438854791637924,0.0,3
4-6,4,0.2550290132325793,0.040553088580805155,0.21447593257540745,0.15887023187850505,0.8411297999008388,0.023969611655625084,0.19789245298930577,0.007179540212428759,0.0,3
4-6,5,0.31923850755842903,0.04430141418226182,0.2749370942040095,0.13871662419009767,0.8612833783712182,0.025472054878870647,0.2561077286326696,0.009220372885465622,0.0,3
4-6,6,0.37378733025656813,0.05192361795713032,0.32186372696407256,0.13883781471259052,0.8611622253988656,0.03325830648342768,0.30319841229726396,0.012130784491697947,1.1549139070132421e-13,3
4-6,7,0.3992866296616812,0.07010002103116776,0.3291866135975671,0.17491552046423217,0.8250844911621481,0.04707903320354129,0.30616561855588637,0.014900907105396663,1.1549139070132421e-13,3
4-7,0,0.021438617614053548,0.017480510331335523,0.003958107740987861,0.814500755679923,0.18549926553705134,0.01681102416108525,0.003288621910744243,6.483651587687847e-05,0.0,3
4-7,1,0.052197339752363785,0.019951798672240877,0.032245542203623155,0.3821242484475919,0.6178757731689664,0.016588622024134983,0.028882365023332926,0.0006810071035510018,0.0,3
4-7,2,0.10405984095164707,0.023934637270276508,0.08012520675621336,0.2298695119576809,0.7701305175286016,0.017319459172468337,0.07351002641140468,0.0020850300788879395,0.0,3
4-7,3,0.18034911344921778,0.03210073165477268,0.1482483853423406,0.1779092865999623,0.8220907336434612,0.02060775033065251,0.13675540117990403,0.004510710651557597,0.0,3
4-7,4,0.2685888210932414,0.04468545660613075,0.22390336838979571,0.16705797678128845,0.8329420371448938,0.026459278331862558,0.20567718763200063,0.007913935456484084,0.0,3
4-7,5,0.3255167404810588,0.04817043363101898,0.27734631016140887,0.14809348693385355,0.8519065240333008,0.027724947248186384,0.25690082519773455,0.01004458854477557,0.0,3
4-7,6,0.38639500406053334,0.06156947995935167,0.3248255271760244,0.15976779097476454,0.8402322166900106,0.03982681840185135,0.3030828597053649,0.01388553689633097,1.1549139070132421e-13,3
4-7,7,0.41967034718346974,0.08083381160857185,0.3388365365210034,0.19224428020127035,0.8077557220776669,0.05474924804672362,0.3127519687016805,0.01736877533415007,1.7323708605198632e-13,3
4-8,0,0.024234159716538018,0.02005401194568664,0.004180148450864685,0.8271523329096269,0.17284769484832496,0.01941045101672884,0.0035365873445121067,8.351914492243576e-05,0.0,3
4-8,1,0.05538495074188898,0.021647068893625623,0.03373788273523724,0.3906376083120045,0.6093624073263251,0.01816188106461177,0.03025269437403906,0.000797109406751891,0.0,3
4-8,2,0.10873464648685759,0.025702572176380764,0.08303207726705643,0.23625896282545253,0.7637410645510195,0.018902417745382066,0.07623192194908385,0.0023159577126895623,0.0,3
4-8,3,0.19993056002117338,0.03875895802463804,0.16117160850101045,0.19333897736395514,0.8066610551179371,0.02445640639653281,0.1468690520241147,0.005471677593295536,0.0,3
4-8,4,0.28743887988347855,0.05112186452699086,0.23631702434448967,0.17797693201306622,0.8220230997611905,0.030779224776086356,0.21597437915347872,0.009560143161151145,1.1549139070132421e-13,3
4-8,5,0.3481678101751539,0.054411517012686955,0.29375629576425705,0.15630132485123396,0.8436986826320099,0.03244299406097049,0.27178777494127787,0.012154084585961842,0.0,3
4-8,6,0.41504801644219297,0.07334802429827432,0.34169999569181414,0.17676557970031972,0.8232344286938403,0.04812465809167377,0.31647662227115936,0.01701003431327759,5.774569535066211e-14,3
4-8,7,0.45412974130539663,0.09770401957489196,0.3564257319011386,0.21456682392889556,0.78543319944461,0.06678389036466205,0.3255056000891186,0.020612004020857434,4.619655628052969e-13,3
5-6,0,0.015376529759830898,0.01246665320580914,0.002909876901419863,0.8102495236585927,0.18975049877085762,0.011986510148124088,0.002429734006346691,3.46036232215175e-05,0.0,3
5-6,1,0.03868933258548616,0.013772619740357475,0.024916714678208034,0.3562584326635045,0.643741614286801,0.01089677767502883,0.02204087222852404,0.0003443288021824427,0.0,3
5-6,2,0.08108062332584744,0.016831295949126048,0.06424932962372189,0.20770727019905025,0.7922927575424111,0.011929678301962595,0.05934771020261068,0.0011368430374811094,0.0,3
5-6,3,0.14691835925692603,0.023439606622097986,0.12347875701056588,0.15982876208718608,0.8401712681942587,0.01486962850368212,0.11490877705907064,0.0026873867249205,0.0,3
5-6,4,0.2104229454010252,0.0297553346507133,0.1806676174913134,0.14141327262338763,0.8585867592817295,0.017640083614322875,0.16855236036436896,0.004310203257889028,0.0,3
5-6,5,0.2663403541322738,0.03301451083213564,0.23332584755761285,0.12413585181383992,0.8758641641996713,0.01780598167152632,0.21811731514476596,0.00531677675566503,0.0,3
5-6,6,0.31022812260521787,0.03416815506560462,0.2760599690770346,0.11011568884122691,0.8898843159199107,0.019106539941969373,0.2609983521794516,0.0064782993867993355,5.774569535066211e-14,3
5-6,7,0.34640229978258646,0.05688166109815476,0.2895206430601695,0.16260998188902095,0.8373900307181446,0.03855028665728039,0.2711892629426623,0.009741451472990097,2.3098278140264843e-13,3
5-7,0,0.01704687140290699,0.014036122354723157,0.003010749676457,0.8235593046452309,0.1764407322555539,0.013545576483011246,0.0025202041077944967,3.747807597161256e-05,0.0,3
5-7,1,0.04330641622581179,0.01685882815056377,0.0264475882526428,0.38861454111986493,0.6113854637442856,0.01351968388235758,0.023108443807041832,0.0004136997722237119,0.0,3
5-7,2,0.08475686491481842,0.018268156914956982,0.0664887082955194,0.21556587992190304,0.7844341234830784,0.013189462501378285,0.06141001364541432,0.0013123292232020982,0.0,3
5-7,3,0.15107256221392798,0.024925342391407677,0.12614722431652128,0.1654961935116519,0.8345038359806235,0.01624476241450461,0.11746664463527619,0.003032169467399991,0.0,3
5-7,4,0.22347623488259694,0.033158138394355774,0.19031810192834764,0.14831415080694046,0.8516858723627349,0.02018140581628633,0.17734136988246252,0.005241995943444116,0.0,3
5-7,5,0.2890861318224952,0.038048821664045725,0.25103731571681914,0.13152574681460374,0.868474272065034,0.02098722028590384,0.2339757113229661,0.006388124935920276,0.0,3
5-7,6,0.325317070597694,0.04030927282477182,0.28500780132081777,0.12389080978773999,0.8761092010704075,0.023411735596637877,0.2681102620230781,0.007969660507071584,5.774569535066211e-14,3
5-7,7,0.3715878261460199,0.06938769774777548,0.30220013573056176,0.18554482957108606,0.8144551908161222,0.047793675509710164,0.28060610805239,0.011948324799064604,1.7323708605198632e-13,3
5-8,0,0.01955070926083459,0.016323111360035242,0.0032275980190625262,0.8354920121232611,0.1645079942170723,0.01585535438997405,0.0027598409455210442,5.187847654313026e-05,0.0,3
5-8,1,0.04569888457892433,0.018288464655005745,0.027410419687392218,0.39978582985197325,0.6002141657520547,0.014882070086305104,0.02400402434998088,0.0005027710992310729,0.0,3
5-8,2,0.08925287922223409,0.021084190183688723,0.06816869051683516,0.23626950915115133,0.7637305069427135,0.015476860224254547,0.06256136061653259,0.0015111608571180748,0.0,3
5-8,3,0.16182020968861052,0.030349302741270217,0.13147091439792088,0.1877461672252523,0.8122538787558543,0.01962425199056429,0.12074586039497741,0.003543288343482548,0.0,3
5-8,4,0.23192545535072448,0.03713054907700372,0.19479491502519639,0.16027018586843955,0.8397298520616894,0.023080452685318293,0.18074481496735226,0.005818725489671268,0.0,3
5-8,5,0.31485186398975434,0.046453423679821075,0.26839844858835615,0.1475629361794817,0.8524370900592902,0.026423358846278416,0.2483683843461294,0.008153767280635379,0.0,3
5-8,6,0.3505052933617243,0.050340513151789466,0.30016478848835776,0.14370986890315018,0.8562901553070409,0.030677230466925904,0.2805015028469146,0.010116154860172954,5.774569535066211e-14,3
5-8,7,0.40293495049552314,0.08503124827430363,0.31790370979006327,0.20936905251736138,0.79063096662737,0.05963308813553008,0.292505543383341,0.015667877145229825,4.619655628052969e-13,3
6-7,0,0.013076962637049811,0.01046155242338067,0.002615410583241591,0.8002218676633128,0.19977816096789883,0.010147447269114237,0.0023013056433271793,2.856632867377133e-05,0.0,3
6-7,1,0.0353142259612916,0.013230013173250925,0.022084213261093413,0.37476004962113435,0.6252399638404653,0.010510766405671362,0.019364965695237355,0.0002778683463850664,0.0,3
6-7,2,0.07289735830965496,0.015615974212922747,0.05728138628460113,0.2141659418081874,0.7858340881168736,0.010911469569518453,0.05257688060639396,0.0009227850703552128,0.0,3
6-7,3,0.125965658634428,0.020414136645812837,0.10555152571390547,0.1619582044402956,0.8380418255429184,0.012933245135678187,0.09807063237069145,0.002160805647098829,0.0,3
6-7,4,0.18936880571501594,0.026316357628693655,0.16305245530037654,0.1390266435311757,0.8609733946104366,0.015211291729457795,0.1519473890463511,0.003674072272602528,0.0,3
6-7,5,0.24878531032138404,0.028810654249456193,0.21997465879198105,0.11579105514246994,0.8842089563198071,0.01545734242314384,0.20662134270819407,0.004491262714422885,0.0,3
6-7,6,0.29065841909438844,0.03203367441892624,0.25862475047035827,0.11032610569293318,0.8896739146854443,0.018548158367001823,0.24513923270361762,0.005736386329526939,0.0,3
6-7,7,0.3021037502894326,0.035884419012637364,0.26621933872737585,0.11877202143035559,0.881228002849961,0.022600414556643317,0.2529353272347223,0.005863906224332159,0.0,3
6-8,0,0.01603518438244623,0.013180142593762231,0.002855042010427468,0.8228304211024144,0.1771695934160523,0.012752737081240093,0.002427636734431698,3.6522451929548485e-05,5.774569535066211e-14,3
6-8,1,0.03682223482737466,0.014576590900856353,0.02224564434043945,0.39604273164070763,0.6039572793551756,0.012014034012007334,0.019683087274195658,0.0003385050009773482,0.0,3
6-8,2,0.0750862667484889,0.017559826255790775,0.057526442739698626,0.23329507463686708,0.7667049561040132,0.012636730654372109,0.05260334625130608,0.0010828605025178855,0.0,3
6-8,3,0.1394909265495482,0.02487561615213515,0.11461531406357174,0.17829359483532245,0.8217064315404726,0.015846764580124902,0.10558646207764034,0.002569907470532353,0.0,3
6-8,4,0.19949684256599065,0.030861101808056,0.16863574347798785,0.1544680386170274,0.8455319753638708,0.018592508361926153,0.15636715151014782,0.0043076809554819075,0.0,3
6-8,5,0.26946197142676703,0.034987020587164255,0.23447495604318283,0.12944123477061076,0.8705587846782313,0.019737260623110667,0.2192251928268917,0.005788277317252424,0.0,3
6-8,6,0.3148153727016752,0.04173101768607185,0.2730843566712879,0.13272299415799468,0.867277010323884,0.0249454468961746,0.2562987832796006,0.007612245364321603,0.0,3
6-8,7,0.3337582699836246,0.04981479675523819,0.28394348469991537,0.14869878228110794,0.8513012527593159,0.03232741687032911,0.2664561006757948,0.008678512233826848,5.774569535066211e-14,3
7-8,0,0.011932963889742654,0.009797226962825608,0.002135737074746026,0.8221576711379397,0.1778423400175427,0.009456794502006637,0.0017953045695783601,1.9754181035779535e-05,0.0,3
7-8,1,0.027664185989470708,0.010566623349274907,0.017097563438472293,0.38286007580196496,0.6171399539044901,0.008911680962358202,0.015442620785463426,0.0002016862757348766,0.0,3
7-8,2,0.06475720779290275,0.014661605928152327,0.05009560346130341,0.2264238755141339,0.773576148822919,0.010274090848508334,0.045708086992067,0.0007142106270683664,0.0,3
7-8,3,0.11647406362351916,0.019028003490160383,0.09744606344472795,0.16399914500995155,0.836000882036381,0.011801096891599987,0.09021915566353571,0.0017390186632318158,0.0,3
7-8,4,0.17545082881337123,0.02441475386657412,0.1510360784946926,0.1389609870947345,0.8610390334808291,0.014571113541485771,0.14119243621826172,0.002984155309460466,0.0,3
7-8,5,0.2319358785947164,0.026669577473685854,0.205266311055138,0.11495057326944243,0.8850494694000917,0.014662166318250082,0.1932588919760689,0.0037882253527641296,0.0,3
7-8,6,0.2704352821622576,0.029511632663863047,0.24092365541155378,0.10969226215268757,0.8903077596860828,0.01677223082099642,0.22818424777379112,0.004730014618308771,0.0,3
7-8,7,0.29321107694080895,0.03601018978016717,0.2572008986321706,0.1230115453240002,0.8769884940405418,0.021385880630640758,0.24257658492951165,0.005236687064762153,4.619655628052969e-13,3
